,age,default,housing,loan,duration,campaign,pdays,previous,emp.var.rate
118,56,0.0,1.0,0.0,364,1,999,0,1.1
119,48,,1.0,0.0,178,1,999,0,1.1
120,40,,1.0,0.0,98,1,999,0,1.1
121,49,0.0,0.0,0.0,439,1,999,0,1.1
122,41,0.0,0.0,0.0,139,1,999,0,1.1
123,45,0.0,1.0,0.0,79,1,999,0,1.1
124,32,0.0,1.0,0.0,175,1,999,0,1.1
125,42,0.0,0.0,0.0,262,2,999,0,1.1
126,50,0.0,0.0,0.0,61,1,999,0,1.1
127,31,0.0,1.0,0.0,78,1,999,0,1.1
128,56,0.0,1.0,0.0,102,2,999,0,1.1
129,41,,1.0,0.0,579,1,999,0,1.1
130,37,0.0,1.0,0.0,143,1,999,0,1.1
131,41,,0.0,0.0,179,1,999,0,1.1
132,35,0.0,1.0,0.0,267,1,999,0,1.1
133,37,0.0,1.0,0.0,345,1,999,0,1.1
134,52,0.0,0.0,0.0,185,1,999,0,1.1
135,39,0.0,0.0,0.0,207,1,999,0,1.1
136,39,,0.0,0.0,69,2,999,0,1.1
137,56,,0.0,0.0,100,2,999,0,1.1
138,34,0.0,1.0,0.0,125,2,999,0,1.1
139,45,,1.0,0.0,461,1,999,0,1.1
140,43,0.0,1.0,0.0,240,1,999,0,1.1
141,56,0.0,1.0,0.0,70,1,999,0,1.1
142,39,0.0,1.0,0.0,193,1,999,0,1.1
143,53,0.0,1.0,0.0,136,1,999,0,1.1
144,38,,1.0,0.0,73,1,999,0,1.1
145,42,,1.0,0.0,528,1,999,0,1.1
146,42,,0.0,0.0,541,1,999,0,1.1
147,35,0.0,1.0,0.0,338,1,999,0,1.1
148,40,,1.0,0.0,163,1,999,0,1.1
149,51,0.0,1.0,0.0,87,1,999,0,1.1
150,60,,0.0,0.0,301,1,999,0,1.1
151,56,,1.0,0.0,46,1,999,0,1.1
152,39,,1.0,0.0,52,1,999,0,1.1
153,56,,0.0,0.0,204,1,999,0,1.1
154,40,0.0,1.0,0.0,155,1,999,0,1.1
155,36,0.0,1.0,0.0,98,1,999,0,1.1
156,51,,1.0,0.0,71,1,999,0,1.1
157,51,,0.0,0.0,243,1,999,0,1.1
158,43,0.0,1.0,0.0,186,2,999,0,1.1
159,59,0.0,0.0,0.0,579,2,999,0,1.1
160,24,0.0,1.0,0.0,165,2,999,0,1.1
161,37,,1.0,0.0,163,2,999,0,1.1
162,40,,0.0,0.0,46,1,999,0,1.1
163,42,,0.0,0.0,559,3,999,0,1.1
164,39,,0.0,0.0,179,1,999,0,1.1
165,37,0.0,0.0,0.0,85,1,999,0,1.1
166,38,0.0,1.0,0.0,506,1,999,0,1.1
167,56,,0.0,0.0,114,2,999,0,1.1
168,40,0.0,0.0,0.0,114,2,999,0,1.1
169,54,0.0,1.0,0.0,179,2,999,0,1.1
170,43,,0.0,0.0,181,1,999,0,1.1
171,36,,0.0,0.0,427,1,999,0,1.1
172,45,0.0,1.0,0.0,292,1,999,0,1.1
173,42,,0.0,0.0,192,1,999,0,1.1
174,43,0.0,0.0,0.0,93,3,999,0,1.1
175,46,0.0,0.0,0.0,128,2,999,0,1.1
176,44,0.0,1.0,0.0,107,1,999,0,1.1
177,51,0.0,0.0,0.0,303,2,999,0,1.1
178,28,0.0,1.0,0.0,81,1,999,0,1.1
179,37,0.0,0.0,0.0,270,1,999,0,1.1
180,34,0.0,0.0,0.0,228,1,999,0,1.1
181,46,,1.0,0.0,240,1,999,0,1.1
182,42,0.0,1.0,0.0,179,2,999,0,1.1
183,36,0.0,1.0,0.0,233,3,999,0,1.1
184,54,,0.0,0.0,102,1,999,0,1.1
185,57,0.0,0.0,0.0,461,1,999,0,1.1
186,51,,0.0,0.0,250,1,999,0,1.1
187,54,,0.0,0.0,130,1,999,0,1.1
188,49,,0.0,0.0,252,1,999,0,1.1
189,34,0.0,1.0,0.0,138,1,999,0,1.1
190,41,0.0,0.0,0.0,412,1,999,0,1.1
191,38,0.0,1.0,0.0,179,2,999,0,1.1
192,45,0.0,0.0,0.0,19,2,999,0,1.1
193,42,0.0,0.0,0.0,228,2,999,0,1.1
194,34,,1.0,0.0,55,1,999,0,1.1
195,48,0.0,1.0,0.0,179,1,999,0,1.1
196,37,,1.0,0.0,313,1,999,0,1.1
197,34,,0.0,0.0,289,1,999,0,1.1
198,40,,1.0,0.0,179,2,999,0,1.1
199,43,0.0,1.0,0.0,179,1,999,0,1.1
200,33,0.0,0.0,0.0,146,2,999,0,1.1
201,32,0.0,0.0,0.0,167,1,999,0,1.1
202,39,0.0,1.0,0.0,356,2,999,0,1.1
203,43,0.0,0.0,0.0,277,1,999,0,1.1
204,44,0.0,1.0,0.0,172,1,999,0,1.1
205,35,,0.0,0.0,218,1,999,0,1.1
206,35,,1.0,0.0,217,1,999,0,1.1
207,35,0.0,0.0,0.0,67,1,999,0,1.1
208,36,0.0,0.0,0.0,291,1,999,0,1.1
209,35,,1.0,0.0,248,1,999,0,1.1
210,36,0.0,1.0,0.0,256,1,999,0,1.1
211,55,0.0,0.0,0.0,286,1,999,0,1.1
212,59,0.0,0.0,0.0,477,1,999,0,1.1
213,57,,0.0,0.0,611,2,999,0,1.1
214,39,,1.0,0.0,471,1,999,0,1.1
215,39,,1.0,0.0,381,2,999,0,1.1
216,30,0.0,1.0,0.0,251,1,999,0,1.1
217,30,0.0,1.0,0.0,408,1,999,0,1.1
218,50,,0.0,0.0,287,1,999,0,1.1
219,40,0.0,0.0,0.0,322,3,999,0,1.1
220,35,0.0,1.0,0.0,216,2,999,0,1.1
221,43,,0.0,0.0,366,2,999,0,1.1
222,36,,1.0,0.0,210,1,999,0,1.1
223,46,,1.0,0.0,288,1,999,0,1.1
224,40,0.0,0.0,0.0,168,1,999,0,1.1
225,58,0.0,0.0,0.0,132,1,999,0,1.1
226,42,0.0,0.0,0.0,64,2,999,0,1.1
227,35,0.0,0.0,0.0,209,2,999,0,1.1
228,43,,0.0,0.0,410,3,999,0,1.1
229,45,0.0,1.0,0.0,177,1,999,0,1.1
230,39,0.0,1.0,0.0,580,2,999,0,1.1
231,50,0.0,1.0,0.0,165,1,999,0,1.1
232,32,,1.0,0.0,127,2,999,0,1.1
233,39,,0.0,0.0,357,1,999,0,1.1
234,52,,0.0,0.0,175,1,999,0,1.1
235,44,0.0,1.0,0.0,300,1,999,0,1.1
236,56,0.0,0.0,0.0,136,1,999,0,1.1
237,48,0.0,0.0,0.0,125,2,999,0,1.1
238,33,,0.0,0.0,189,2,999,0,1.1
239,43,,0.0,0.0,213,3,999,0,1.1
240,57,0.0,0.0,0.0,238,2,999,0,1.1
241,36,0.0,0.0,0.0,124,1,999,0,1.1
242,34,0.0,1.0,0.0,18,1,999,0,1.1
243,34,0.0,0.0,0.0,179,2,999,0,1.1
244,30,,0.0,0.0,40,1,999,0,1.1
245,33,0.0,0.0,0.0,181,2,999,0,1.1
246,32,0.0,0.0,0.0,79,1,999,0,1.1
247,36,0.0,1.0,0.0,142,2,999,0,1.1
248,36,0.0,0.0,0.0,389,1,999,0,1.1
249,33,0.0,0.0,0.0,179,1,999,0,1.1
250,40,0.0,0.0,0.0,151,1,999,0,1.1
251,41,0.0,1.0,0.0,211,1,999,0,1.1
252,51,0.0,1.0,0.0,117,1,999,0,1.1
253,36,0.0,1.0,0.0,232,3,999,0,1.1
254,28,0.0,0.0,0.0,408,2,999,0,1.1
255,53,0.0,1.0,0.0,370,3,999,0,1.1
256,58,,1.0,0.0,179,2,999,0,1.1
257,45,0.0,0.0,0.0,46,1,999,0,1.1
258,43,0.0,1.0,0.0,200,1,999,0,1.1
259,33,0.0,0.0,0.0,50,1,999,0,1.1
260,33,0.0,0.0,0.0,181,1,999,0,1.1
261,27,0.0,,,119,1,999,0,1.1
262,42,0.0,0.0,0.0,361,1,999,0,1.1
263,43,0.0,0.0,0.0,73,3,999,0,1.1
264,42,0.0,0.0,0.0,67,2,999,0,1.1
265,27,0.0,0.0,0.0,350,1,999,0,1.1
266,34,0.0,1.0,0.0,150,2,999,0,1.1
267,31,,0.0,0.0,332,2,999,0,1.1
268,54,0.0,0.0,0.0,611,2,999,0,1.1
269,40,,0.0,0.0,58,3,999,0,1.1
270,52,,1.0,0.0,151,1,999,0,1.1
271,47,0.0,0.0,0.0,89,2,999,0,1.1
272,49,,0.0,0.0,152,1,999,0,1.1
273,32,0.0,0.0,0.0,611,2,999,0,1.1
274,49,,1.0,0.0,110,2,999,0,1.1
275,50,,0.0,0.0,463,1,999,0,1.1
276,34,0.0,0.0,0.0,179,1,999,0,1.1
277,55,,0.0,0.0,102,2,999,0,1.1
278,47,0.0,0.0,0.0,10,4,999,0,1.1
279,51,0.0,0.0,0.0,118,3,999,0,1.1
280,47,0.0,0.0,0.0,92,2,999,0,1.1
281,56,0.0,1.0,0.0,143,3,999,0,1.1
282,53,0.0,0.0,0.0,189,3,999,0,1.1
283,36,0.0,1.0,0.0,75,2,999,0,1.1
284,42,0.0,1.0,0.0,189,2,999,0,1.1
285,44,0.0,0.0,0.0,55,2,999,0,1.1
286,39,0.0,1.0,0.0,179,3,999,0,1.1
287,37,0.0,1.0,0.0,56,2,999,0,1.1
288,60,,1.0,0.0,5,2,999,0,1.1
289,36,0.0,0.0,0.0,225,2,999,0,1.1
290,42,0.0,1.0,0.0,125,2,999,0,1.1
291,31,0.0,1.0,0.0,286,2,999,0,1.1
292,53,,0.0,0.0,206,2,999,0,1.1
293,45,0.0,1.0,0.0,164,2,999,0,1.1
294,37,0.0,1.0,0.0,98,2,999,0,1.1
295,47,0.0,0.0,0.0,446,2,999,0,1.1
296,49,0.0,0.0,0.0,179,2,999,0,1.1
297,36,0.0,1.0,0.0,120,2,999,0,1.1
298,35,0.0,0.0,0.0,122,3,999,0,1.1
299,38,,0.0,0.0,362,4,999,0,1.1
300,38,,0.0,0.0,357,2,999,0,1.1
301,50,,0.0,0.0,200,2,999,0,1.1
302,59,,0.0,0.0,107,2,999,0,1.1
303,43,0.0,1.0,0.0,267,2,999,0,1.1
304,42,0.0,1.0,0.0,248,2,999,0,1.1
305,40,,1.0,0.0,215,2,999,0,1.1
306,46,,0.0,0.0,209,2,999,0,1.1
307,57,0.0,1.0,0.0,205,2,999,0,1.1
308,42,0.0,1.0,0.0,261,3,999,0,1.1
309,41,0.0,1.0,0.0,83,2,999,0,1.1
310,54,0.0,1.0,0.0,106,3,999,0,1.1
311,27,0.0,0.0,0.0,106,2,999,0,1.1
312,36,0.0,0.0,0.0,108,2,999,0,1.1
313,58,,1.0,0.0,214,2,999,0,1.1
314,40,,1.0,0.0,358,2,999,0,1.1
315,34,,0.0,0.0,453,2,999,0,1.1
316,33,0.0,0.0,0.0,364,2,999,0,1.1
317,56,0.0,0.0,0.0,136,2,999,0,1.1
318,42,0.0,0.0,0.0,173,2,999,0,1.1
319,43,0.0,1.0,0.0,241,2,999,0,1.1
320,54,0.0,1.0,0.0,224,3,999,0,1.1
321,53,0.0,1.0,0.0,148,2,999,0,1.1
322,42,0.0,0.0,0.0,230,2,999,0,1.1
323,40,,0.0,0.0,199,3,999,0,1.1
324,54,0.0,1.0,0.0,196,2,999,0,1.1
325,40,0.0,0.0,0.0,111,4,999,0,1.1
326,26,0.0,1.0,0.0,231,3,999,0,1.1
327,33,0.0,0.0,0.0,316,3,999,0,1.1
328,35,,0.0,0.0,240,2,999,0,1.1
329,36,0.0,0.0,0.0,179,3,999,0,1.1
330,29,0.0,1.0,0.0,425,2,999,0,1.1
331,36,0.0,1.0,0.0,121,2,999,0,1.1
332,35,0.0,1.0,0.0,174,5,999,0,1.1
333,50,0.0,0.0,0.0,88,5,999,0,1.1
334,46,,1.0,0.0,313,3,999,0,1.1
335,49,0.0,1.0,0.0,135,4,999,0,1.1
336,42,,1.0,0.0,152,2,999,0,1.1
337,36,0.0,1.0,0.0,402,3,999,0,1.1
338,55,,1.0,0.0,221,2,999,0,1.1
339,41,,0.0,0.0,213,2,999,0,1.1
340,57,,1.0,0.0,144,3,999,0,1.1
341,32,0.0,1.0,0.0,158,3,999,0,1.1
342,49,0.0,0.0,0.0,220,3,999,0,1.1
343,57,,1.0,0.0,325,2,999,0,1.1
344,58,0.0,1.0,0.0,254,2,999,0,1.1
345,52,0.0,1.0,0.0,503,2,999,0,1.1
346,50,0.0,0.0,0.0,179,2,999,0,1.1
347,41,,1.0,0.0,421,4,999,0,1.1
348,33,0.0,1.0,0.0,130,3,999,0,1.1
349,57,0.0,0.0,0.0,164,2,999,0,1.1
350,48,,0.0,0.0,174,3,999,0,1.1
351,55,0.0,0.0,0.0,113,2,999,0,1.1
352,38,0.0,0.0,0.0,195,2,999,0,1.1
353,38,0.0,1.0,0.0,347,3,999,0,1.1
354,53,0.0,1.0,0.0,208,2,999,0,1.1
355,43,0.0,0.0,0.0,404,4,999,0,1.1
356,36,0.0,0.0,0.0,396,2,999,0,1.1
357,32,0.0,0.0,0.0,98,2,999,0,1.1
358,33,0.0,0.0,0.0,229,3,999,0,1.1
359,58,0.0,1.0,0.0,350,2,999,0,1.1
360,40,,0.0,0.0,88,3,999,0,1.1
361,57,0.0,1.0,0.0,379,2,999,0,1.1
362,45,0.0,1.0,0.0,168,3,999,0,1.1
363,42,,1.0,0.0,190,3,999,0,1.1
364,46,0.0,1.0,0.0,158,1,999,0,1.1
365,36,0.0,0.0,0.0,210,1,999,0,1.1
366,41,0.0,1.0,0.0,102,1,999,0,1.1
367,57,0.0,0.0,0.0,306,1,999,0,1.1
368,49,,1.0,0.0,64,1,999,0,1.1
369,56,0.0,0.0,0.0,218,1,999,0,1.1
370,37,0.0,0.0,0.0,77,1,999,0,1.1
371,37,0.0,0.0,0.0,54,1,999,0,1.1
372,46,0.0,1.0,0.0,344,1,999,0,1.1
373,22,0.0,1.0,0.0,195,1,999,0,1.1
374,43,0.0,0.0,0.0,202,1,999,0,1.1
375,49,0.0,0.0,0.0,286,1,999,0,1.1
376,41,0.0,1.0,0.0,278,1,999,0,1.1
377,38,0.0,0.0,0.0,189,1,999,0,1.1
378,33,0.0,0.0,0.0,83,1,999,0,1.1
379,49,0.0,1.0,0.0,18,1,999,0,1.1
380,30,0.0,0.0,0.0,184,2,999,0,1.1
381,33,0.0,1.0,0.0,235,1,999,0,1.1
382,34,0.0,0.0,0.0,290,1,999,0,1.1
383,30,,0.0,0.0,133,1,999,0,1.1
384,59,,1.0,0.0,318,1,999,0,1.1
385,59,,,,437,1,999,0,1.1
386,41,0.0,0.0,0.0,402,1,999,0,1.1
387,48,,1.0,0.0,501,4,999,0,1.1
388,28,,1.0,0.0,179,1,999,0,1.1
389,44,0.0,1.0,0.0,179,1,999,0,1.1
390,59,,0.0,0.0,253,1,999,0,1.1
391,50,,0.0,0.0,149,1,999,0,1.1
392,35,0.0,0.0,0.0,144,1,999,0,1.1
393,42,0.0,0.0,0.0,69,1,999,0,1.1
394,45,0.0,0.0,0.0,243,1,999,0,1.1
395,36,0.0,0.0,0.0,179,2,999,0,1.1
396,56,,0.0,0.0,135,3,999,0,1.1
397,29,0.0,0.0,0.0,231,1,999,0,1.1
398,41,0.0,1.0,0.0,442,2,999,0,1.1
399,42,,0.0,0.0,199,1,999,0,1.1
400,52,0.0,0.0,0.0,455,1,999,0,1.1
401,48,,,,152,1,999,0,1.1
402,31,,1.0,0.0,124,1,999,0,1.1
403,43,,1.0,0.0,424,1,999,0,1.1
404,36,,0.0,0.0,43,1,999,0,1.1
405,42,0.0,1.0,0.0,154,1,999,0,1.1
406,52,0.0,0.0,0.0,393,1,999,0,1.1
407,39,0.0,1.0,0.0,203,2,999,0,1.1
408,36,0.0,0.0,0.0,140,2,999,0,1.1
409,42,,1.0,0.0,326,1,999,0,1.1
410,41,0.0,0.0,0.0,483,1,999,0,1.1
411,55,0.0,0.0,0.0,259,1,999,0,1.1
412,30,0.0,0.0,0.0,227,1,999,0,1.1
413,57,0.0,0.0,0.0,179,1,999,0,1.1
414,45,,1.0,0.0,576,1,999,0,1.1
415,51,,1.0,0.0,180,2,999,0,1.1
416,39,,1.0,0.0,90,1,999,0,1.1
417,47,,0.0,0.0,505,1,999,0,1.1
418,27,0.0,1.0,0.0,245,1,999,0,1.1
419,34,0.0,1.0,0.0,186,1,999,0,1.1
420,57,,1.0,0.0,208,1,999,0,1.1
421,43,0.0,0.0,0.0,623,1,999,0,1.1
422,49,,0.0,0.0,180,1,999,0,1.1
423,39,,0.0,0.0,496,3,999,0,1.1
424,38,,1.0,0.0,118,1,999,0,1.1
425,49,0.0,0.0,0.0,102,2,999,0,1.1
426,58,0.0,0.0,0.0,342,1,999,0,1.1
427,43,0.0,1.0,0.0,225,1,999,0,1.1
428,50,,1.0,0.0,185,3,999,0,1.1
429,31,,0.0,0.0,276,1,999,0,1.1
430,43,0.0,0.0,0.0,87,1,999,0,1.1
431,43,,0.0,0.0,179,1,999,0,1.1
432,30,0.0,1.0,0.0,262,1,999,0,1.1
433,27,0.0,1.0,0.0,271,1,999,0,1.1
434,51,,0.0,0.0,141,1,999,0,1.1
435,37,0.0,1.0,0.0,198,2,999,0,1.1
436,46,0.0,1.0,0.0,150,1,999,0,1.1
437,35,0.0,0.0,0.0,241,1,999,0,1.1
438,47,0.0,0.0,0.0,196,1,999,0,1.1
439,46,0.0,1.0,0.0,149,1,999,0,1.1
440,40,,0.0,0.0,264,1,999,0,1.1
441,26,0.0,0.0,0.0,246,1,999,0,1.1
442,32,,0.0,0.0,309,2,999,0,1.1
443,45,0.0,1.0,0.0,140,1,999,0,1.1
444,34,0.0,0.0,0.0,175,1,999,0,1.1
445,47,,0.0,0.0,136,1,999,0,1.1
446,42,0.0,0.0,0.0,179,1,999,0,1.1
447,57,,0.0,0.0,50,1,999,0,1.1
448,57,,0.0,0.0,101,1,999,0,1.1
449,38,0.0,0.0,0.0,144,1,999,0,1.1
450,57,,0.0,0.0,238,1,999,0,1.1
451,28,,1.0,0.0,354,1,999,0,1.1
452,60,0.0,0.0,0.0,451,2,999,0,1.1
453,48,0.0,1.0,0.0,159,1,999,0,1.1
454,47,0.0,1.0,0.0,170,1,999,0,1.1
455,40,0.0,0.0,0.0,243,1,999,0,1.1
456,51,,1.0,0.0,141,2,999,0,1.1
457,48,0.0,1.0,0.0,112,1,999,0,1.1
458,54,0.0,0.0,0.0,262,2,999,0,1.1
459,40,0.0,0.0,0.0,53,1,999,0,1.1
460,44,,0.0,0.0,134,1,999,0,1.1
461,42,0.0,0.0,0.0,204,4,999,0,1.1
462,52,0.0,1.0,0.0,179,1,999,0,1.1
463,31,0.0,1.0,0.0,182,1,999,0,1.1
464,32,0.0,0.0,0.0,162,1,999,0,1.1
465,44,0.0,1.0,0.0,177,1,999,0,1.1
466,39,,0.0,0.0,27,1,999,0,1.1
467,57,,1.0,0.0,179,3,999,0,1.1
468,52,0.0,1.0,0.0,358,1,999,0,1.1
469,42,0.0,0.0,0.0,179,1,999,0,1.1
470,42,,,,529,1,999,0,1.1
471,43,0.0,1.0,0.0,310,1,999,0,1.1
472,31,0.0,0.0,0.0,47,1,999,0,1.1
473,29,,1.0,0.0,379,1,999,0,1.1
474,57,0.0,0.0,0.0,30,2,999,0,1.1
475,44,,0.0,0.0,472,1,999,0,1.1
476,59,,0.0,0.0,113,1,999,0,1.1
477,39,,0.0,0.0,114,1,999,0,1.1
478,57,0.0,0.0,0.0,116,1,999,0,1.1
479,41,,0.0,0.0,448,1,999,0,1.1
480,37,,0.0,0.0,264,1,999,0,1.1
481,38,0.0,1.0,0.0,169,1,999,0,1.1
482,42,0.0,0.0,0.0,145,1,999,0,1.1
483,49,,1.0,0.0,288,1,999,0,1.1
484,54,,1.0,0.0,381,1,999,0,1.1
485,36,0.0,,,176,2,999,0,1.1
486,32,,0.0,0.0,215,1,999,0,1.1
487,35,0.0,1.0,0.0,278,1,999,0,1.1
488,45,,0.0,0.0,188,2,999,0,1.1
489,56,0.0,1.0,0.0,174,2,999,0,1.1
490,34,0.0,1.0,0.0,226,2,999,0,1.1
491,41,,0.0,0.0,111,2,999,0,1.1
492,41,0.0,0.0,0.0,157,2,999,0,1.1
493,36,,0.0,0.0,46,1,999,0,1.1
494,32,,,,49,1,999,0,1.1
495,31,,,,374,1,999,0,1.1
496,38,0.0,1.0,0.0,349,1,999,0,1.1
497,35,,1.0,0.0,325,1,999,0,1.1
498,53,0.0,1.0,0.0,233,2,999,0,1.1
499,51,,1.0,0.0,531,1,999,0,1.1
500,56,,0.0,0.0,153,1,999,0,1.1
501,33,0.0,,,80,1,999,0,1.1
502,33,0.0,0.0,0.0,198,1,999,0,1.1
503,51,,1.0,0.0,568,1,999,0,1.1
504,39,,1.0,0.0,179,1,999,0,1.1
505,45,0.0,0.0,0.0,82,1,999,0,1.1
506,40,0.0,0.0,0.0,198,3,999,0,1.1
507,60,,1.0,0.0,211,1,999,0,1.1
508,33,0.0,1.0,0.0,120,1,999,0,1.1
509,47,,1.0,0.0,269,1,999,0,1.1
510,48,0.0,0.0,0.0,128,1,999,0,1.1
511,43,0.0,0.0,0.0,166,2,999,0,1.1
512,37,0.0,1.0,0.0,211,1,999,0,1.1
513,50,0.0,1.0,0.0,369,1,999,0,1.1
514,59,0.0,1.0,0.0,91,1,999,0,1.1
515,32,,1.0,0.0,267,2,999,0,1.1
516,42,,1.0,0.0,198,1,999,0,1.1
517,52,0.0,0.0,0.0,371,2,999,0,1.1
518,42,,0.0,0.0,288,2,999,0,1.1
519,42,0.0,0.0,0.0,221,1,999,0,1.1
