,value,percentage,tipo_energia,comunidad,id_comunidad,fecha
45,593.65,1.0,No renovable,Ceuta,8744,2011-02-15
46,597.53,1.0,No renovable,Ceuta,8744,2011-02-16
47,583.54,1.0,No renovable,Ceuta,8744,2011-02-17
48,561.23,1.0,No renovable,Ceuta,8744,2011-02-18
49,510.55,1.0,No renovable,Ceuta,8744,2011-02-19
50,476.63,1.0,No renovable,Ceuta,8744,2011-02-20
51,557.38,1.0,No renovable,Ceuta,8744,2011-02-21
52,557.95,1.0,No renovable,Ceuta,8744,2011-02-22
53,550.23,1.0,No renovable,Ceuta,8744,2011-02-23
54,543.98,1.0,No renovable,Ceuta,8744,2011-02-24
55,529.15,1.0,No renovable,Ceuta,8744,2011-02-25
56,481.59,1.0,No renovable,Ceuta,8744,2011-02-26
57,451.47,1.0,No renovable,Ceuta,8744,2011-02-27
58,534.38,1.0,No renovable,Ceuta,8744,2011-02-28
59,537.38,1.0,No renovable,Ceuta,8744,2011-03-01
60,547.62,1.0,No renovable,Ceuta,8744,2011-03-02
61,549.91,1.0,No renovable,Ceuta,8744,2011-03-03
62,543.81,1.0,No renovable,Ceuta,8744,2011-03-04
63,512.22,1.0,No renovable,Ceuta,8744,2011-03-05
64,492.52,1.0,No renovable,Ceuta,8744,2011-03-06
65,563.27,1.0,No renovable,Ceuta,8744,2011-03-07
66,575.0,1.0,No renovable,Ceuta,8744,2011-03-08
67,590.19,1.0,No renovable,Ceuta,8744,2011-03-09
68,580.06,1.0,No renovable,Ceuta,8744,2011-03-10
69,575.96,1.0,No renovable,Ceuta,8744,2011-03-11
70,499.29,1.0,No renovable,Ceuta,8744,2011-03-12
71,472.01,1.0,No renovable,Ceuta,8744,2011-03-13
72,567.86,1.0,No renovable,Ceuta,8744,2011-03-14
73,561.34,1.0,No renovable,Ceuta,8744,2011-03-15
74,572.99,1.0,No renovable,Ceuta,8744,2011-03-16
75,543.76,1.0,No renovable,Ceuta,8744,2011-03-17
76,531.0,1.0,No renovable,Ceuta,8744,2011-03-18
77,476.22,1.0,No renovable,Ceuta,8744,2011-03-19
78,446.43,1.0,No renovable,Ceuta,8744,2011-03-20
79,530.5,1.0,No renovable,Ceuta,8744,2011-03-21
80,558.4,1.0,No renovable,Ceuta,8744,2011-03-22
81,555.78,1.0,No renovable,Ceuta,8744,2011-03-23
82,543.34,1.0,No renovable,Ceuta,8744,2011-03-24
83,532.28,1.0,No renovable,Ceuta,8744,2011-03-25
84,477.24,1.0,No renovable,Ceuta,8744,2011-03-26
85,422.16,1.0,No renovable,Ceuta,8744,2011-03-27
86,515.87,1.0,No renovable,Ceuta,8744,2011-03-28
87,509.64,1.0,No renovable,Ceuta,8744,2011-03-29
88,523.17,1.0,No renovable,Ceuta,8744,2011-03-30
89,522.14,1.0,No renovable,Ceuta,8744,2011-03-31
90,510.89,1.0,No renovable,Ceuta,8744,2011-04-01
91,461.9,1.0,No renovable,Ceuta,8744,2011-04-02
92,449.59,1.0,No renovable,Ceuta,8744,2011-04-03
93,519.96,1.0,No renovable,Ceuta,8744,2011-04-04
94,533.38,1.0,No renovable,Ceuta,8744,2011-04-05
95,524.65,1.0,No renovable,Ceuta,8744,2011-04-06
96,522.79,1.0,No renovable,Ceuta,8744,2011-04-07
97,510.86,1.0,No renovable,Ceuta,8744,2011-04-08
98,465.15,1.0,No renovable,Ceuta,8744,2011-04-09
99,430.92,1.0,No renovable,Ceuta,8744,2011-04-10
100,533.97,1.0,No renovable,Ceuta,8744,2011-04-11
101,537.2,1.0,No renovable,Ceuta,8744,2011-04-12
102,538.7,1.0,No renovable,Ceuta,8744,2011-04-13
103,536.34,1.0,No renovable,Ceuta,8744,2011-04-14
104,524.66,1.0,No renovable,Ceuta,8744,2011-04-15
105,477.9,1.0,No renovable,Ceuta,8744,2011-04-16
106,439.35,1.0,No renovable,Ceuta,8744,2011-04-17
107,522.22,1.0,No renovable,Ceuta,8744,2011-04-18
108,524.85,1.0,No renovable,Ceuta,8744,2011-04-19
109,520.66,1.0,No renovable,Ceuta,8744,2011-04-20
110,453.32,1.0,No renovable,Ceuta,8744,2011-04-21
111,446.44,1.0,No renovable,Ceuta,8744,2011-04-22
112,456.38,1.0,No renovable,Ceuta,8744,2011-04-23
113,435.62,1.0,No renovable,Ceuta,8744,2011-04-24
114,521.15,1.0,No renovable,Ceuta,8744,2011-04-25
115,534.65,1.0,No renovable,Ceuta,8744,2011-04-26
116,536.02,1.0,No renovable,Ceuta,8744,2011-04-27
117,527.99,1.0,No renovable,Ceuta,8744,2011-04-28
118,524.28,1.0,No renovable,Ceuta,8744,2011-04-29
119,452.97,1.0,No renovable,Ceuta,8744,2011-04-30
120,420.51,1.0,No renovable,Ceuta,8744,2011-05-01
121,432.99,1.0,No renovable,Ceuta,8744,2011-05-02
122,509.89,1.0,No renovable,Ceuta,8744,2011-05-03
123,516.21,1.0,No renovable,Ceuta,8744,2011-05-04
124,516.53,1.0,No renovable,Ceuta,8744,2011-05-05
125,516.1,1.0,No renovable,Ceuta,8744,2011-05-06
126,460.23,1.0,No renovable,Ceuta,8744,2011-05-07
127,421.88,1.0,No renovable,Ceuta,8744,2011-05-08
128,530.14,1.0,No renovable,Ceuta,8744,2011-05-09
129,545.87,1.0,No renovable,Ceuta,8744,2011-05-10
130,549.76,1.0,No renovable,Ceuta,8744,2011-05-11
131,548.28,1.0,No renovable,Ceuta,8744,2011-05-12
132,538.4,1.0,No renovable,Ceuta,8744,2011-05-13
133,486.56,1.0,No renovable,Ceuta,8744,2011-05-14
134,458.38,1.0,No renovable,Ceuta,8744,2011-05-15
135,546.74,1.0,No renovable,Ceuta,8744,2011-05-16
136,544.14,1.0,No renovable,Ceuta,8744,2011-05-17
137,558.0,1.0,No renovable,Ceuta,8744,2011-05-18
138,544.37,1.0,No renovable,Ceuta,8744,2011-05-19
139,531.7,1.0,No renovable,Ceuta,8744,2011-05-20
140,483.64,1.0,No renovable,Ceuta,8744,2011-05-21
141,457.19,1.0,No renovable,Ceuta,8744,2011-05-22
142,558.46,1.0,No renovable,Ceuta,8744,2011-05-23
143,579.36,1.0,No renovable,Ceuta,8744,2011-05-24
144,562.08,1.0,No renovable,Ceuta,8744,2011-05-25
145,561.25,1.0,No renovable,Ceuta,8744,2011-05-26
146,561.36,1.0,No renovable,Ceuta,8744,2011-05-27
147,528.94,1.0,No renovable,Ceuta,8744,2011-05-28
148,487.87,1.0,No renovable,Ceuta,8744,2011-05-29
149,581.17,1.0,No renovable,Ceuta,8744,2011-05-30
150,587.92,1.0,No renovable,Ceuta,8744,2011-05-31
151,592.24,1.0,No renovable,Ceuta,8744,2011-06-01
152,589.15,1.0,No renovable,Ceuta,8744,2011-06-02
153,573.5,1.0,No renovable,Ceuta,8744,2011-06-03
154,522.3,1.0,No renovable,Ceuta,8744,2011-06-04
155,495.97,1.0,No renovable,Ceuta,8744,2011-06-05
156,580.69,1.0,No renovable,Ceuta,8744,2011-06-06
157,577.8,1.0,No renovable,Ceuta,8744,2011-06-07
158,563.74,1.0,No renovable,Ceuta,8744,2011-06-08
159,569.97,1.0,No renovable,Ceuta,8744,2011-06-09
160,565.76,1.0,No renovable,Ceuta,8744,2011-06-10
161,522.63,1.0,No renovable,Ceuta,8744,2011-06-11
162,479.2,1.0,No renovable,Ceuta,8744,2011-06-12
163,494.33,1.0,No renovable,Ceuta,8744,2011-06-13
164,585.32,1.0,No renovable,Ceuta,8744,2011-06-14
165,610.2,1.0,No renovable,Ceuta,8744,2011-06-15
166,616.78,1.0,No renovable,Ceuta,8744,2011-06-16
167,619.29,1.0,No renovable,Ceuta,8744,2011-06-17
168,552.57,1.0,No renovable,Ceuta,8744,2011-06-18
169,501.24,1.0,No renovable,Ceuta,8744,2011-06-19
170,615.97,1.0,No renovable,Ceuta,8744,2011-06-20
171,618.93,1.0,No renovable,Ceuta,8744,2011-06-21
172,624.51,1.0,No renovable,Ceuta,8744,2011-06-22
173,641.26,1.0,No renovable,Ceuta,8744,2011-06-23
174,630.34,1.0,No renovable,Ceuta,8744,2011-06-24
175,562.55,1.0,No renovable,Ceuta,8744,2011-06-25
176,511.14,1.0,No renovable,Ceuta,8744,2011-06-26
177,624.93,1.0,No renovable,Ceuta,8744,2011-06-27
178,627.9,1.0,No renovable,Ceuta,8744,2011-06-28
179,639.09,1.0,No renovable,Ceuta,8744,2011-06-29
180,648.1,1.0,No renovable,Ceuta,8744,2011-06-30
181,632.36,1.0,No renovable,Ceuta,8744,2011-07-01
182,561.23,1.0,No renovable,Ceuta,8744,2011-07-02
183,495.82,1.0,No renovable,Ceuta,8744,2011-07-03
184,591.48,1.0,No renovable,Ceuta,8744,2011-07-04
185,620.62,1.0,No renovable,Ceuta,8744,2011-07-05
186,635.84,1.0,No renovable,Ceuta,8744,2011-07-06
187,636.36,1.0,No renovable,Ceuta,8744,2011-07-07
188,616.66,1.0,No renovable,Ceuta,8744,2011-07-08
189,572.55,1.0,No renovable,Ceuta,8744,2011-07-09
190,533.1,1.0,No renovable,Ceuta,8744,2011-07-10
191,632.85,1.0,No renovable,Ceuta,8744,2011-07-11
192,646.69,1.0,No renovable,Ceuta,8744,2011-07-12
193,632.69,1.0,No renovable,Ceuta,8744,2011-07-13
194,609.53,1.0,No renovable,Ceuta,8744,2011-07-14
195,631.74,1.0,No renovable,Ceuta,8744,2011-07-15
196,577.93,1.0,No renovable,Ceuta,8744,2011-07-16
197,525.26,1.0,No renovable,Ceuta,8744,2011-07-17
198,593.86,1.0,No renovable,Ceuta,8744,2011-07-18
199,614.12,1.0,No renovable,Ceuta,8744,2011-07-19
200,619.01,1.0,No renovable,Ceuta,8744,2011-07-20
201,633.41,1.0,No renovable,Ceuta,8744,2011-07-21
202,628.07,1.0,No renovable,Ceuta,8744,2011-07-22
203,562.12,1.0,No renovable,Ceuta,8744,2011-07-23
204,515.08,1.0,No renovable,Ceuta,8744,2011-07-24
205,626.78,1.0,No renovable,Ceuta,8744,2011-07-25
206,636.08,1.0,No renovable,Ceuta,8744,2011-07-26
207,647.75,1.0,No renovable,Ceuta,8744,2011-07-27
208,656.44,1.0,No renovable,Ceuta,8744,2011-07-28
209,640.95,1.0,No renovable,Ceuta,8744,2011-07-29
210,580.2,1.0,No renovable,Ceuta,8744,2011-07-30
211,540.14,1.0,No renovable,Ceuta,8744,2011-07-31
212,643.62,1.0,No renovable,Ceuta,8744,2011-08-01
213,628.05,1.0,No renovable,Ceuta,8744,2011-08-02
214,634.42,1.0,No renovable,Ceuta,8744,2011-08-03
215,630.05,1.0,No renovable,Ceuta,8744,2011-08-04
216,566.5,1.0,No renovable,Ceuta,8744,2011-08-05
217,602.32,1.0,No renovable,Ceuta,8744,2011-08-06
218,565.78,1.0,No renovable,Ceuta,8744,2011-08-07
219,642.98,1.0,No renovable,Ceuta,8744,2011-08-08
220,558.46,1.0,No renovable,Ceuta,8744,2011-08-09
221,636.57,1.0,No renovable,Ceuta,8744,2011-08-10
222,623.05,1.0,No renovable,Ceuta,8744,2011-08-11
223,607.47,1.0,No renovable,Ceuta,8744,2011-08-12
224,542.82,1.0,No renovable,Ceuta,8744,2011-08-13
225,511.49,1.0,No renovable,Ceuta,8744,2011-08-14
226,526.69,1.0,No renovable,Ceuta,8744,2011-08-15
227,625.28,1.0,No renovable,Ceuta,8744,2011-08-16
228,632.9,1.0,No renovable,Ceuta,8744,2011-08-17
229,625.04,1.0,No renovable,Ceuta,8744,2011-08-18
230,628.96,1.0,No renovable,Ceuta,8744,2011-08-19
231,576.18,1.0,No renovable,Ceuta,8744,2011-08-20
232,517.28,1.0,No renovable,Ceuta,8744,2011-08-21
233,603.35,1.0,No renovable,Ceuta,8744,2011-08-22
234,613.13,1.0,No renovable,Ceuta,8744,2011-08-23
235,607.43,1.0,No renovable,Ceuta,8744,2011-08-24
236,610.75,1.0,No renovable,Ceuta,8744,2011-08-25
237,606.2,1.0,No renovable,Ceuta,8744,2011-08-26
238,555.9,1.0,No renovable,Ceuta,8744,2011-08-27
239,534.22,1.0,No renovable,Ceuta,8744,2011-08-28
240,630.71,1.0,No renovable,Ceuta,8744,2011-08-29
241,601.41,1.0,No renovable,Ceuta,8744,2011-08-30
242,564.94,1.0,No renovable,Ceuta,8744,2011-08-31
243,579.43,1.0,No renovable,Ceuta,8744,2011-09-01
244,553.39,1.0,No renovable,Ceuta,8744,2011-09-02
245,503.98,1.0,No renovable,Ceuta,8744,2011-09-03
246,480.82,1.0,No renovable,Ceuta,8744,2011-09-04
247,585.76,1.0,No renovable,Ceuta,8744,2011-09-05
248,599.84,1.0,No renovable,Ceuta,8744,2011-09-06
249,605.68,1.0,No renovable,Ceuta,8744,2011-09-07
250,601.9,1.0,No renovable,Ceuta,8744,2011-09-08
251,591.9,1.0,No renovable,Ceuta,8744,2011-09-09
252,528.4,1.0,No renovable,Ceuta,8744,2011-09-10
253,486.97,1.0,No renovable,Ceuta,8744,2011-09-11
254,603.25,1.0,No renovable,Ceuta,8744,2011-09-12
255,617.32,1.0,No renovable,Ceuta,8744,2011-09-13
256,600.2,1.0,No renovable,Ceuta,8744,2011-09-14
257,593.1,1.0,No renovable,Ceuta,8744,2011-09-15
258,578.25,1.0,No renovable,Ceuta,8744,2011-09-16
259,508.93,1.0,No renovable,Ceuta,8744,2011-09-17
260,463.92,1.0,No renovable,Ceuta,8744,2011-09-18
261,569.12,1.0,No renovable,Ceuta,8744,2011-09-19
262,580.88,1.0,No renovable,Ceuta,8744,2011-09-20
263,567.24,1.0,No renovable,Ceuta,8744,2011-09-21
264,566.82,1.0,No renovable,Ceuta,8744,2011-09-22
265,540.02,1.0,No renovable,Ceuta,8744,2011-09-23
266,480.84,1.0,No renovable,Ceuta,8744,2011-09-24
267,446.8,1.0,No renovable,Ceuta,8744,2011-09-25
268,561.28,1.0,No renovable,Ceuta,8744,2011-09-26
269,573.74,1.0,No renovable,Ceuta,8744,2011-09-27
270,559.19,1.0,No renovable,Ceuta,8744,2011-09-28
271,574.97,1.0,No renovable,Ceuta,8744,2011-09-29
272,584.73,1.0,No renovable,Ceuta,8744,2011-09-30
273,548.7,1.0,No renovable,Ceuta,8744,2011-10-01
274,517.58,1.0,No renovable,Ceuta,8744,2011-10-02
275,614.58,1.0,No renovable,Ceuta,8744,2011-10-03
276,623.47,1.0,No renovable,Ceuta,8744,2011-10-04
277,620.0,1.0,No renovable,Ceuta,8744,2011-10-05
278,619.69,1.0,No renovable,Ceuta,8744,2011-10-06
279,594.42,1.0,No renovable,Ceuta,8744,2011-10-07
280,551.83,1.0,No renovable,Ceuta,8744,2011-10-08
281,506.76,1.0,No renovable,Ceuta,8744,2011-10-09
282,587.14,1.0,No renovable,Ceuta,8744,2011-10-10
283,608.74,1.0,No renovable,Ceuta,8744,2011-10-11
284,520.07,1.0,No renovable,Ceuta,8744,2011-10-12
285,606.2,1.0,No renovable,Ceuta,8744,2011-10-13
286,588.58,1.0,No renovable,Ceuta,8744,2011-10-14
287,550.62,1.0,No renovable,Ceuta,8744,2011-10-15
288,499.59,1.0,No renovable,Ceuta,8744,2011-10-16
289,597.24,1.0,No renovable,Ceuta,8744,2011-10-17
290,597.33,1.0,No renovable,Ceuta,8744,2011-10-18
291,602.24,1.0,No renovable,Ceuta,8744,2011-10-19
292,576.46,1.0,No renovable,Ceuta,8744,2011-10-20
293,600.16,1.0,No renovable,Ceuta,8744,2011-10-21
294,547.58,1.0,No renovable,Ceuta,8744,2011-10-22
295,509.23,1.0,No renovable,Ceuta,8744,2011-10-23
296,593.33,1.0,No renovable,Ceuta,8744,2011-10-24
297,589.34,1.0,No renovable,Ceuta,8744,2011-10-25
298,585.77,1.0,No renovable,Ceuta,8744,2011-10-26
299,569.9,1.0,No renovable,Ceuta,8744,2011-10-27
300,570.59,1.0,No renovable,Ceuta,8744,2011-10-28
301,529.74,1.0,No renovable,Ceuta,8744,2011-10-29
302,519.87,1.0,No renovable,Ceuta,8744,2011-10-30
303,576.81,1.0,No renovable,Ceuta,8744,2011-10-31
304,498.03,1.0,No renovable,Ceuta,8744,2011-11-01
305,585.61,1.0,No renovable,Ceuta,8744,2011-11-02
306,596.1,1.0,No renovable,Ceuta,8744,2011-11-03
307,570.84,1.0,No renovable,Ceuta,8744,2011-11-04
308,518.37,1.0,No renovable,Ceuta,8744,2011-11-05
309,485.45,1.0,No renovable,Ceuta,8744,2011-11-06
310,474.29,1.0,No renovable,Ceuta,8744,2011-11-07
311,552.33,1.0,No renovable,Ceuta,8744,2011-11-08
312,568.6,1.0,No renovable,Ceuta,8744,2011-11-09
313,578.81,1.0,No renovable,Ceuta,8744,2011-11-10
314,564.12,1.0,No renovable,Ceuta,8744,2011-11-11
315,529.24,1.0,No renovable,Ceuta,8744,2011-11-12
316,499.62,1.0,No renovable,Ceuta,8744,2011-11-13
317,585.94,1.0,No renovable,Ceuta,8744,2011-11-14
318,584.04,1.0,No renovable,Ceuta,8744,2011-11-15
319,579.62,1.0,No renovable,Ceuta,8744,2011-11-16
320,584.34,1.0,No renovable,Ceuta,8744,2011-11-17
321,577.04,1.0,No renovable,Ceuta,8744,2011-11-18
322,545.14,1.0,No renovable,Ceuta,8744,2011-11-19
323,512.89,1.0,No renovable,Ceuta,8744,2011-11-20
324,588.13,1.0,No renovable,Ceuta,8744,2011-11-21
325,591.53,1.0,No renovable,Ceuta,8744,2011-11-22
326,589.43,1.0,No renovable,Ceuta,8744,2011-11-23
327,594.87,1.0,No renovable,Ceuta,8744,2011-11-24
328,592.1,1.0,No renovable,Ceuta,8744,2011-11-25
329,538.64,1.0,No renovable,Ceuta,8744,2011-11-26
330,501.61,1.0,No renovable,Ceuta,8744,2011-11-27
331,581.46,1.0,No renovable,Ceuta,8744,2011-11-28
332,591.36,1.0,No renovable,Ceuta,8744,2011-11-29
333,598.09,1.0,No renovable,Ceuta,8744,2011-11-30
334,598.75,1.0,No renovable,Ceuta,8744,2011-12-01
335,601.65,1.0,No renovable,Ceuta,8744,2011-12-02
336,548.45,1.0,No renovable,Ceuta,8744,2011-12-03
337,525.75,1.0,No renovable,Ceuta,8744,2011-12-04
338,595.74,1.0,No renovable,Ceuta,8744,2011-12-05
339,531.2,1.0,No renovable,Ceuta,8744,2011-12-06
340,590.52,1.0,No renovable,Ceuta,8744,2011-12-07
341,527.79,1.0,No renovable,Ceuta,8744,2011-12-08
342,580.64,1.0,No renovable,Ceuta,8744,2011-12-09
343,545.14,1.0,No renovable,Ceuta,8744,2011-12-10
344,525.65,1.0,No renovable,Ceuta,8744,2011-12-11
345,602.71,1.0,No renovable,Ceuta,8744,2011-12-12
346,607.81,1.0,No renovable,Ceuta,8744,2011-12-13
347,608.73,1.0,No renovable,Ceuta,8744,2011-12-14
348,604.97,1.0,No renovable,Ceuta,8744,2011-12-15
349,600.57,1.0,No renovable,Ceuta,8744,2011-12-16
350,560.65,1.0,No renovable,Ceuta,8744,2011-12-17
351,540.06,1.0,No renovable,Ceuta,8744,2011-12-18
352,616.66,1.0,No renovable,Ceuta,8744,2011-12-19
353,618.95,1.0,No renovable,Ceuta,8744,2011-12-20
354,616.69,1.0,No renovable,Ceuta,8744,2011-12-21
355,603.83,1.0,No renovable,Ceuta,8744,2011-12-22
356,592.86,1.0,No renovable,Ceuta,8744,2011-12-23
357,550.77,1.0,No renovable,Ceuta,8744,2011-12-24
358,499.97,1.0,No renovable,Ceuta,8744,2011-12-25
359,515.96,1.0,No renovable,Ceuta,8744,2011-12-26
360,572.24,1.0,No renovable,Ceuta,8744,2011-12-27
361,589.61,1.0,No renovable,Ceuta,8744,2011-12-28
362,593.13,1.0,No renovable,Ceuta,8744,2011-12-29
363,587.95,1.0,No renovable,Ceuta,8744,2011-12-30
364,557.06,1.0,No renovable,Ceuta,8744,2011-12-31
365,15.96,0.03,Renovable,Melilla,8745,2011-01-01
366,14.9,0.03,Renovable,Melilla,8745,2011-01-02
367,13.96,0.02,Renovable,Melilla,8745,2011-01-03
368,9.79,0.02,Renovable,Melilla,8745,2011-01-04
369,0.14,0.0,Renovable,Melilla,8745,2011-01-05
370,3.65,0.01,Renovable,Melilla,8745,2011-01-06
371,16.82,0.03,Renovable,Melilla,8745,2011-01-07
372,18.64,0.03,Renovable,Melilla,8745,2011-01-08
373,18.86,0.04,Renovable,Melilla,8745,2011-01-09
374,16.78,0.03,Renovable,Melilla,8745,2011-01-10
375,17.31,0.03,Renovable,Melilla,8745,2011-01-11
376,17.55,0.03,Renovable,Melilla,8745,2011-01-12
377,16.35,0.03,Renovable,Melilla,8745,2011-01-13
378,16.22,0.03,Renovable,Melilla,8745,2011-01-14
379,15.88,0.03,Renovable,Melilla,8745,2011-01-15
380,17.42,0.03,Renovable,Melilla,8745,2011-01-16
381,16.77,0.03,Renovable,Melilla,8745,2011-01-17
382,16.73,0.03,Renovable,Melilla,8745,2011-01-18
383,16.05,0.03,Renovable,Melilla,8745,2011-01-19
384,16.27,0.03,Renovable,Melilla,8745,2011-01-20
385,16.42,0.03,Renovable,Melilla,8745,2011-01-21
386,15.74,0.03,Renovable,Melilla,8745,2011-01-22
387,16.07,0.03,Renovable,Melilla,8745,2011-01-23
388,15.63,0.02,Renovable,Melilla,8745,2011-01-24
389,16.09,0.03,Renovable,Melilla,8745,2011-01-25
390,15.32,0.02,Renovable,Melilla,8745,2011-01-26
391,14.68,0.02,Renovable,Melilla,8745,2011-01-27
392,15.07,0.03,Renovable,Melilla,8745,2011-01-28
393,15.92,0.03,Renovable,Melilla,8745,2011-01-29
394,14.85,0.03,Renovable,Melilla,8745,2011-01-30
395,16.16,0.03,Renovable,Melilla,8745,2011-01-31
396,14.89,0.02,Renovable,Melilla,8745,2011-02-01
397,15.61,0.02,Renovable,Melilla,8745,2011-02-02
398,15.9,0.02,Renovable,Melilla,8745,2011-02-03
399,16.61,0.03,Renovable,Melilla,8745,2011-02-04
400,15.64,0.03,Renovable,Melilla,8745,2011-02-05
401,14.59,0.03,Renovable,Melilla,8745,2011-02-06
402,15.96,0.03,Renovable,Melilla,8745,2011-02-07
403,16.12,0.03,Renovable,Melilla,8745,2011-02-08
404,15.6,0.03,Renovable,Melilla,8745,2011-02-09
405,14.26,0.02,Renovable,Melilla,8745,2011-02-10
406,15.66,0.03,Renovable,Melilla,8745,2011-02-11
407,16.29,0.03,Renovable,Melilla,8745,2011-02-12
408,16.2,0.03,Renovable,Melilla,8745,2011-02-13
409,14.51,0.02,Renovable,Melilla,8745,2011-02-14
410,14.03,0.03,Renovable,Melilla,8745,2011-02-15
411,15.76,0.03,Renovable,Melilla,8745,2011-02-16
412,15.81,0.03,Renovable,Melilla,8745,2011-02-17
413,14.54,0.02,Renovable,Melilla,8745,2011-02-18
414,14.68,0.03,Renovable,Melilla,8745,2011-02-19
415,14.77,0.03,Renovable,Melilla,8745,2011-02-20
416,14.3,0.02,Renovable,Melilla,8745,2011-02-21
417,15.05,0.03,Renovable,Melilla,8745,2011-02-22
418,14.83,0.03,Renovable,Melilla,8745,2011-02-23
419,14.79,0.03,Renovable,Melilla,8745,2011-02-24
420,14.44,0.03,Renovable,Melilla,8745,2011-02-25
421,14.26,0.03,Renovable,Melilla,8745,2011-02-26
422,9.06,0.02,Renovable,Melilla,8745,2011-02-27
423,0.28,0.0,Renovable,Melilla,8745,2011-02-28
424,13.65,0.02,Renovable,Melilla,8745,2011-03-01
425,9.4,0.02,Renovable,Melilla,8745,2011-03-02
426,17.53,0.03,Renovable,Melilla,8745,2011-03-03
427,18.04,0.03,Renovable,Melilla,8745,2011-03-04
428,17.15,0.03,Renovable,Melilla,8745,2011-03-05
429,16.85,0.03,Renovable,Melilla,8745,2011-03-06
430,16.01,0.03,Renovable,Melilla,8745,2011-03-07
431,16.63,0.03,Renovable,Melilla,8745,2011-03-08
432,16.77,0.03,Renovable,Melilla,8745,2011-03-09
433,14.89,0.03,Renovable,Melilla,8745,2011-03-10
434,15.19,0.03,Renovable,Melilla,8745,2011-03-11
435,15.85,0.03,Renovable,Melilla,8745,2011-03-12
436,14.32,0.03,Renovable,Melilla,8745,2011-03-13
437,14.76,0.03,Renovable,Melilla,8745,2011-03-14
438,14.16,0.03,Renovable,Melilla,8745,2011-03-15
439,14.52,0.03,Renovable,Melilla,8745,2011-03-16
440,6.07,0.01,Renovable,Melilla,8745,2011-03-17
441,0.32,0.0,Renovable,Melilla,8745,2011-03-18
442,9.69,0.02,Renovable,Melilla,8745,2011-03-19
443,15.38,0.03,Renovable,Melilla,8745,2011-03-20
444,15.35,0.03,Renovable,Melilla,8745,2011-03-21
445,14.73,0.03,Renovable,Melilla,8745,2011-03-22
446,14.91,0.03,Renovable,Melilla,8745,2011-03-23
447,15.1,0.03,Renovable,Melilla,8745,2011-03-24
448,14.8,0.03,Renovable,Melilla,8745,2011-03-25
449,14.58,0.03,Renovable,Melilla,8745,2011-03-26
450,11.83,0.02,Renovable,Melilla,8745,2011-03-27
451,14.18,0.03,Renovable,Melilla,8745,2011-03-28
